199,234,1
170,222,1
30,193,1
207,249,1
137,243,1
225,283,1
191,249,1
14,284,1
135,242,1
64,262,1
173,286,1
57,253,1
46,124,1
136,152,1
138,238,1
108,161,1
240,242,1
35,211,1
57,95,1
235,247,1
35,277,1
3,117,1
14,186,1
37,272,1
198,228,1
77,109,1
6,290,1
137,158,1
119,134,1
189,198,1
97,190,1
22,172,1
31,293,1
146,240,1
53,70,1
64,172,1
122,220,1
226,276,1
77,94,1
152,183,1
187,220,1
92,228,1
193,269,1
88,115,1
6,136,1
70,235,1
208,287,1
38,258,1
84,265,1
169,185,1
186,191,1
184,222,1
24,65,1
51,169,1
233,242,1
187,188,1
72,135,1
29,64,1
14,148,1
141,146,1
239,276,1
141,245,1
20,132,1
90,185,1
15,76,1
113,120,1
35,221,1
4,153,1
74,280,1
119,148,1
10,12,1
215,285,1
10,61,1
101,217,1
195,209,1
70,195,1
58,123,1
1,182,1
25,61,1
204,241,1
47,246,1
112,135,1
74,131,1
212,258,1
66,68,1
9,181,1
89,110,1
95,236,1
32,186,1
101,216,1
101,148,1
158,193,1
104,194,1
246,255,1
201,244,1
178,251,1
23,237,1
220,271,1
152,169,1
68,134,1
120,239,1
234,268,1
64,188,1
158,262,1
77,222,1
172,252,1
88,255,1
2,166,1
114,251,1
190,294,1
81,143,1
4,149,1
101,133,1
216,289,1
232,251,1
31,116,1
13,207,1
233,279,1
227,254,1
93,158,1
93,136,1
211,235,1
70,185,1
197,211,1
13,239,1
4,227,1
228,229,1
130,200,1
76,154,1
199,236,1
205,262,1
42,183,1
96,285,1
44,195,1
80,212,1
201,242,1
66,118,1
76,270,1
101,175,1
24,117,1
6,22,1
184,231,1
30,258,1
148,283,1
54,194,1
262,268,1
59,68,1
85,147,1
45,87,1
254,278,1
23,189,1
205,215,1
83,185,1
40,155,1
18,119,1
88,111,1
255,284,1
53,138,1
183,285,1
128,188,1
68,89,1
28,99,1
7,193,1
162,285,1
81,161,1
187,273,1
70,163,1
89,129,1
243,275,1
19,210,1
219,293,1
90,264,1
30,145,1
116,291,1
74,152,1
68,126,1
133,265,1
234,261,1
115,183,1
73,271,1
183,281,1
112,239,1
37,49,1
1,13,1
139,148,1
222,292,1
153,232,1
121,273,1
178,226,1
54,164,1
7,89,1
157,260,1
73,182,1
170,198,1
15,171,1
196,262,1
72,270,1
28,39,1
60,216,1
10,70,1
154,233,1
48,71,1
120,154,1
189,201,1
140,236,1
28,92,1
41,68,1
150,202,1
76,236,1
4,135,1
160,245,1
166,250,1
114,155,1
12,40,1
26,152,1
89,210,1
29,128,1
92,289,1
54,80,1
47,243,1
28,184,1
165,223,1
59,118,1
30,66,1
1,199,1
143,203,1
228,271,1
185,230,1
