228,314,1
743,884,1
21,478,1
299,916,1
578,846,1
640,842,1
174,423,1
209,875,1
783,832,1
75,945,1
76,270,1
141,490,1
787,835,1
490,499,1
178,716,1
516,545,1
207,224,1
427,572,1
113,760,1
268,413,1
326,967,1
33,247,1
803,854,1
7,397,1
505,603,1
655,945,1
237,539,1
580,662,1
413,724,1
401,813,1
637,984,1
700,924,1
137,470,1
105,845,1
806,810,1
271,993,1
185,191,1
714,767,1
316,710,1
173,269,1
166,643,1
67,782,1
618,905,1
598,830,1
394,452,1
347,632,1
380,851,1
388,481,1
596,850,1
183,243,1
136,386,1
104,860,1
292,910,1
717,801,1
20,490,1
43,63,1
639,943,1
468,565,1
232,412,1
652,813,1
490,557,1
329,642,1
753,893,1
633,970,1
156,692,1
273,899,1
304,958,1
484,974,1
590,866,1
62,492,1
380,567,1
663,844,1
105,484,1
219,376,1
93,846,1
33,201,1
577,910,1
79,973,1
482,666,1
787,976,1
337,364,1
39,615,1
14,116,1
422,598,1
396,898,1
640,965,1
370,971,1
64,899,1
49,264,1
646,802,1
62,857,1
19,289,1
117,423,1
513,593,1
256,299,1
409,628,1
54,755,1
38,513,1
285,952,1
20,876,1
54,451,1
232,402,1
147,410,1
210,352,1
288,433,1
769,902,1
810,815,1
482,680,1
457,768,1
113,202,1
30,931,1
88,915,1
63,533,1
267,945,1
179,577,1
141,713,1
358,535,1
135,213,1
296,869,1
400,487,1
458,627,1
383,395,1
921,954,1
677,804,1
409,878,1
72,87,1
248,399,1
639,703,1
124,842,1
223,720,1
495,683,1
713,764,1
16,691,1
239,823,1
250,897,1
24,851,1
34,124,1
732,977,1
394,868,1
730,951,1
104,131,1
420,751,1
511,727,1
239,587,1
182,603,1
119,208,1
502,840,1
1,239,1
630,744,1
460,784,1
52,698,1
64,484,1
473,568,1
54,63,1
292,425,1
415,799,1
43,638,1
275,717,1
145,204,1
326,711,1
431,662,1
62,366,1
708,802,1
9,793,1
114,534,1
356,642,1
181,653,1
215,794,1
363,946,1
537,753,1
486,524,1
397,956,1
430,812,1
770,886,1
426,996,1
98,424,1
115,756,1
196,456,1
196,846,1
573,663,1
153,294,1
70,525,1
516,906,1
177,348,1
682,919,1
240,537,1
648,998,1
171,758,1
248,558,1
358,656,1
291,292,1
196,230,1
656,999,1
615,930,1
484,644,1
308,851,1
221,660,1
607,774,1
46,700,1
45,472,1
123,648,1
325,408,1
301,929,1
378,660,1
464,495,1
254,433,1
570,730,1
260,275,1
106,412,1
62,315,1
34,109,1
629,719,1
693,929,1
14,600,1
541,647,1
308,511,1
145,200,1
427,873,1
928,989,1
120,571,1
109,898,1
636,782,1
301,553,1
254,539,1
326,901,1
806,824,1
738,883,1
186,640,1
713,849,1
399,895,1
5,109,1
535,579,1
18,785,1
81,189,1
713,736,1
393,743,1
579,619,1
85,480,1
376,885,1
288,546,1
323,459,1
703,711,1
8,58,1
272,590,1
600,669,1
281,460,1
766,958,1
369,509,1
535,540,1
114,728,1
338,342,1
634,832,1
664,726,1
673,810,1
733,873,1
100,555,1
315,825,1
143,850,1
173,981,1
243,837,1
227,516,1
612,883,1
89,970,1
427,866,1
69,237,1
640,888,1
296,608,1
693,796,1
18,634,1
279,926,1
